Organisation,Org_URL,Country,Industry,Pub_Date,Leak_Type,Description,Ransom_URL,Ransom_Group,Views,Leak_Size,Leak_Links,Org_Revenue,Percentage_Leaked
Advance Corporation,https://www.advancecorp.com,United States of America,Manufacturing,2022-07-29,Financial Records,"Advance Corporation was founded in 1941 as a manufacturer of flexographic products. Now they design and manufacture various good like corporate gifts, awards, flyers, etc.",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/advancecorp.com/,Bianlian,NA,NA,/dl/Advance_technical.7z.001.7z,15M,NA
Advance Corporation,https://www.advancecorp.com,United States of America,Manufacturing,2022-07-29,Communication Records,"Advance Corporation was founded in 1941 as a manufacturer of flexographic products. Now they design and manufacture various good like corporate gifts, awards, flyers, etc.",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/advancecorp.com/,Bianlian,NA,NA,/dl/Advance_technical.7z.001.7z,15M,NA
International Custom Controls,https://www.intlcustomcontrols.com,United States of America,Retail,2022-07-31,Financial Records,International Custom Controls is in the industry of consumer Electronics & Computers Retail.,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/intlcustomcontrols.com/,Bianlian,NA,NA,/file_tree/intlcustomcontrols.com.txt,5M,NA
International Custom Controls,https://www.intlcustomcontrols.com,United States of America,Retail,2022-07-31,Server Data,International Custom Controls is in the industry of consumer Electronics & Computers Retail.,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/intlcustomcontrols.com/,Bianlian,NA,NA,/file_tree/intlcustomcontrols.com.txt,5M,NA
International Custom Controls,https://www.intlcustomcontrols.com,United States of America,Retail,2022-07-31,Company Projects,International Custom Controls is in the industry of consumer Electronics & Computers Retail.,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/intlcustomcontrols.com/,Bianlian,NA,NA,/file_tree/intlcustomcontrols.com.txt,5M,NA
International Custom Controls,https://www.intlcustomcontrols.com,United States of America,Retail,2022-07-31,Operations,International Custom Controls is in the industry of consumer Electronics & Computers Retail.,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/intlcustomcontrols.com/,Bianlian,NA,NA,/file_tree/intlcustomcontrols.com.txt,5M,NA
International Custom Controls,https://www.intlcustomcontrols.com,United States of America,Retail,2022-07-31,Marketing Data,International Custom Controls is in the industry of consumer Electronics & Computers Retail.,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/intlcustomcontrols.com/,Bianlian,NA,NA,/file_tree/intlcustomcontrols.com.txt,5M,NA
Ramada Hervey Bay Hotel Resort,https://www.ramadaherveybay.com.au,Australia,Tourism,2022-08-06,Financial Records,"The international Ramada Hervey Bay hotel resort offers an onsite restaurant & bar and features 91 studio rooms, 1 bedroom and 2 bedroom apartments.",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/ramadaherveybay.com.au/,Bianlian,NA,NA,/file_tree/ramadaherveybay.com.au.txt,5M,NA
Ramada Hervey Bay Hotel Resort,https://www.ramadaherveybay.com.au,Australia,Tourism,2022-08-06,Server Data,"The international Ramada Hervey Bay hotel resort offers an onsite restaurant & bar and features 91 studio rooms, 1 bedroom and 2 bedroom apartments.",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/ramadaherveybay.com.au/,Bianlian,NA,NA,/file_tree/ramadaherveybay.com.au.txt,5M,NA
Ramada Hervey Bay Hotel Resort,https://www.ramadaherveybay.com.au,Australia,Tourism,2022-08-06,Employee Data,"The international Ramada Hervey Bay hotel resort offers an onsite restaurant & bar and features 91 studio rooms, 1 bedroom and 2 bedroom apartments.",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/ramadaherveybay.com.au/,Bianlian,NA,NA,/file_tree/ramadaherveybay.com.au.txt,5M,NA
Ramada Hervey Bay Hotel Resort,https://www.ramadaherveybay.com.au,Australia,Tourism,2022-08-06,Communication Data,"The international Ramada Hervey Bay hotel resort offers an onsite restaurant & bar and features 91 studio rooms, 1 bedroom and 2 bedroom apartments.",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/ramadaherveybay.com.au/,Bianlian,NA,NA,/file_tree/ramadaherveybay.com.au.txt,5M,NA
Ramada Hervey Bay Hotel Resort,https://www.ramadaherveybay.com.au,Australia,Tourism,2022-08-06,Customer Data,"The international Ramada Hervey Bay hotel resort offers an onsite restaurant & bar and features 91 studio rooms, 1 bedroom and 2 bedroom apartments.",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/ramadaherveybay.com.au/,Bianlian,NA,NA,/file_tree/ramadaherveybay.com.au.txt,5M,NA
Community Dental Partners,https://www.communitydentalpartners.com,United States of America,Healthcare,2022-08-08,Financial Records,"Founded in 2010 and headquartered in Denton, Texas, Community Dental Partners is a dental support organization (DSO) led by a mixed team of dental and business professionals.",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/communitydentalpartners.com/,Bianlian,NA,NA,/file_tree/communitydentalpartners.com,57M,NA
Community Dental Partners,https://www.communitydentalpartners.com,United States of America,Healthcare,2022-08-08,Customer Data,"Founded in 2010 and headquartered in Denton, Texas, Community Dental Partners is a dental support organization (DSO) led by a mixed team of dental and business professionals.",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/communitydentalpartners.com/,Bianlian,NA,NA,/file_tree/communitydentalpartners.com,57M,NA
Community Dental Partners,https://www.communitydentalpartners.com,United States of America,Healthcare,2022-08-08,Operations,"Founded in 2010 and headquartered in Denton, Texas, Community Dental Partners is a dental support organization (DSO) led by a mixed team of dental and business professionals.",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/communitydentalpartners.com/,Bianlian,NA,NA,/file_tree/communitydentalpartners.com,57M,NA
Community Dental Partners,https://www.communitydentalpartners.com,United States of America,Healthcare,2022-08-08,Employee Data,"Founded in 2010 and headquartered in Denton, Texas, Community Dental Partners is a dental support organization (DSO) led by a mixed team of dental and business professionals.",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/communitydentalpartners.com/,Bianlian,NA,NA,/file_tree/communitydentalpartners.com,57M,NA
Community Dental Partners,https://www.communitydentalpartners.com,United States of America,Healthcare,2022-08-08,"Patents, License and Copyrights","Founded in 2010 and headquartered in Denton, Texas, Community Dental Partners is a dental support organization (DSO) led by a mixed team of dental and business professionals.",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/communitydentalpartners.com/,Bianlian,NA,NA,/file_tree/communitydentalpartners.com,57M,NA
4cRisk,https://www.4crisk.com.au,Australia,Healthcare,2022-08-10,Customer Data,4cRisk was established in April 2009. 4cRisk offers a dedicated multi-disciplinary approach to injury risk management.,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/4crisk.com.au/,Bianlian,NA,NA,/file_tree/4crisk.com.au.txt,13M,NA
4cRisk,https://www.4crisk.com.au,Australia,Healthcare,2022-08-10,Medical Records,4cRisk was established in April 2009. 4cRisk offers a dedicated multi-disciplinary approach to injury risk management.,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/4crisk.com.au/,Bianlian,NA,NA,/file_tree/4crisk.com.au.txt,13M,NA
4cRisk,https://www.4crisk.com.au,Australia,Healthcare,2022-08-10,Financial Records,4cRisk was established in April 2009. 4cRisk offers a dedicated multi-disciplinary approach to injury risk management.,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/4crisk.com.au/,Bianlian,NA,NA,/file_tree/4crisk.com.au.txt,13M,NA
4cRisk,https://www.4crisk.com.au,Australia,Healthcare,2022-08-10,Server Data,4cRisk was established in April 2009. 4cRisk offers a dedicated multi-disciplinary approach to injury risk management.,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/4crisk.com.au/,Bianlian,NA,NA,/file_tree/4crisk.com.au.txt,13M,NA
4cRisk,https://www.4crisk.com.au,Australia,Healthcare,2022-08-10,Operations,4cRisk was established in April 2009. 4cRisk offers a dedicated multi-disciplinary approach to injury risk management.,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/4crisk.com.au/,Bianlian,NA,NA,/file_tree/4crisk.com.au.txt,13M,NA
Daydream Island Resort & Spa,https://www.daydreamisland.com/,Australia,Tourism,2022-08-18,Financial Records,Daydream Island Resort is 4.5-star luxury resort by the ocean with an extensive $140 million redevelopment in 2018-2019.,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/daydreamisland.com/,Bianlian,NA,NA,/file_tree/daydreamisland.com.txt,32M,NA
Daydream Island Resort & Spa,https://www.daydreamisland.com/,Australia,Tourism,2022-08-18,Employee Data,Daydream Island Resort is 4.5-star luxury resort by the ocean with an extensive $140 million redevelopment in 2018-2019.,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/daydreamisland.com/,Bianlian,NA,NA,/file_tree/daydreamisland.com.txt,32M,NA
Daydream Island Resort & Spa,https://www.daydreamisland.com/,Australia,Tourism,2022-08-18,Marketing Data,Daydream Island Resort is 4.5-star luxury resort by the ocean with an extensive $140 million redevelopment in 2018-2019.,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/daydreamisland.com/,Bianlian,NA,NA,/file_tree/daydreamisland.com.txt,32M,NA
Daydream Island Resort & Spa,https://www.daydreamisland.com/,Australia,Tourism,2022-08-18,Operations,Daydream Island Resort is 4.5-star luxury resort by the ocean with an extensive $140 million redevelopment in 2018-2019.,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/daydreamisland.com/,Bianlian,NA,NA,/file_tree/daydreamisland.com.txt,32M,NA
Daydream Island Resort & Spa,https://www.daydreamisland.com/,Australia,Tourism,2022-08-18,Server Data,Daydream Island Resort is 4.5-star luxury resort by the ocean with an extensive $140 million redevelopment in 2018-2019.,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/daydreamisland.com/,Bianlian,NA,NA,/file_tree/daydreamisland.com.txt,32M,NA
"Early, Lucarelli, Sweeney & Meisenkothen",https://www.elslaw.com/,United States of America,Healthcare,2022-08-19,Customer Data,"Early, Lucarelli, Sweeney & Meisenkothen has more than 40 years of nationwide experience helping asbestos exposure victims and their families receive compensation.",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/elslaw.com/,Bianlian,NA,NA,/file_tree/elslaw.com.txt.zip,12M,NA
"Early, Lucarelli, Sweeney & Meisenkothen",https://www.elslaw.com/,United States of America,Healthcare,2022-08-19,Employee Data,"Early, Lucarelli, Sweeney & Meisenkothen has more than 40 years of nationwide experience helping asbestos exposure victims and their families receive compensation.",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/elslaw.com/,Bianlian,NA,NA,/file_tree/elslaw.com.txt.zip,12M,NA
"Early, Lucarelli, Sweeney & Meisenkothen",https://www.elslaw.com/,United States of America,Healthcare,2022-08-19,Server Data,"Early, Lucarelli, Sweeney & Meisenkothen has more than 40 years of nationwide experience helping asbestos exposure victims and their families receive compensation.",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/elslaw.com/,Bianlian,NA,NA,/file_tree/elslaw.com.txt.zip,12M,NA
"Early, Lucarelli, Sweeney & Meisenkothen",https://www.elslaw.com/,United States of America,Healthcare,2022-08-19,Financial Records,"Early, Lucarelli, Sweeney & Meisenkothen has more than 40 years of nationwide experience helping asbestos exposure victims and their families receive compensation.",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/elslaw.com/,Bianlian,NA,NA,/file_tree/elslaw.com.txt.zip,12M,NA
Captec-group,https://captec-group.com,United Kingdom,Engineering,2022-08-24,Operations,"Designer and manufacturer of specialist computing equipment, established in 1985.",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/captec-group.com/,Bianlian,NA,NA,/file_tree/captec-group.com.txt,24M,NA
Captec-group,https://captec-group.com,United Kingdom,Engineering,2022-08-24,Financial Records,"Designer and manufacturer of specialist computing equipment, established in 1985.",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/captec-group.com/,Bianlian,NA,NA,/file_tree/captec-group.com.txt,24M,NA
Captec-group,https://captec-group.com,United Kingdom,Engineering,2022-08-24,Marketing Data,"Designer and manufacturer of specialist computing equipment, established in 1985.",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/captec-group.com/,Bianlian,NA,NA,/file_tree/captec-group.com.txt,24M,NA
Captec-group,https://captec-group.com,United Kingdom,Engineering,2022-08-24,Employee Data,"Designer and manufacturer of specialist computing equipment, established in 1985.",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/captec-group.com/,Bianlian,NA,NA,/file_tree/captec-group.com.txt,24M,NA
Dorsey metrology,http://www.dorseymetrology.com/,United States of America,Engineering,2022-08-25,Marketing Data,"Dorsey Metrology International is known worldwide for their bore gages, snap gages, optical comparators, dial indicators, chamfer gages, countersink gages and other products",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/dorseymetrology.com/,Bianlian,NA,NA,/file_tree/dorseymetrology.com.txt.zip,9M,NA
Dorsey metrology,http://www.dorseymetrology.com/,United States of America,Engineering,2022-08-25,Financial Records,"Dorsey Metrology International is known worldwide for their bore gages, snap gages, optical comparators, dial indicators, chamfer gages, countersink gages and other products",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/dorseymetrology.com/,Bianlian,NA,NA,/file_tree/dorseymetrology.com.txt.zip,9M,NA
Dorsey metrology,http://www.dorseymetrology.com/,United States of America,Engineering,2022-08-25,Server data,"Dorsey Metrology International is known worldwide for their bore gages, snap gages, optical comparators, dial indicators, chamfer gages, countersink gages and other products",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/dorseymetrology.com/,Bianlian,NA,NA,/file_tree/dorseymetrology.com.txt.zip,9M,NA
Dorsey metrology,http://www.dorseymetrology.com/,United States of America,Engineering,2022-08-25,Operations,"Dorsey Metrology International is known worldwide for their bore gages, snap gages, optical comparators, dial indicators, chamfer gages, countersink gages and other products",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/dorseymetrology.com/,Bianlian,NA,NA,/file_tree/dorseymetrology.com.txt.zip,9M,NA
Dorsey metrology,http://www.dorseymetrology.com/,United States of America,Engineering,2022-08-25,Customer Data,"Dorsey Metrology International is known worldwide for their bore gages, snap gages, optical comparators, dial indicators, chamfer gages, countersink gages and other products",http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/dorseymetrology.com/,Bianlian,NA,NA,/file_tree/dorseymetrology.com.txt.zip,9M,NA
